"","HD10","HD1","HD2","HD3","HD4","HD5","HD6","HD7","HD8","HD9","Pz111","Pz12","PZ148","Pz15","Pz16","PZ178","Pz25","PZ285","Pz28","PZ387","PZ390","PZ409","PZ49","PZ55","PZ69","Pz7","PZ90","PZ93","PZ94","PZ95"
"D3DQH8;P09486;B2RDL6;B4DRV4;F5GY03",-1.31899,-2.3273025,-2.786615,-2.33752,-3.06366,-5.83835,-2.273945,-4.097605,-2.832105,-1.503,-5.60514,-6.27632,-4.203815,-4.31798,-1.5475,-4.323705,-4.201305,-7.120285,-2.397825,-5.02307,-3.722625,-6.56387,-0.25656455,-1.92582,-3.356115,-0.0025077,-2.40317,-6.41522,-1.984275,-4.11023
"D3DQX7",1.823795,0.1863,-1.4020615,2.37253,1.1199695,-1.171015,-3.000915,1.5011,1.0890447,2.871155,4.65241,4.2466,7.750285,8.17801,9.93674,7.51717,9.573075,8.09994,8.041235,1.975915,1.758735,1.76574,2.63393,9.780955,3.15552,8.93962,6.115575,1.542355,7.74128,7.56283
"D3JV41;P02775;D3JV43;D3JV42",3.962645,3.66867,3.924215,4.41946,2.98591,1.76203,4.329085,4.661725,4.202635,4.2975,2.489385,2.72061,3.97426,2.333025,3.762315,3.70797,1.8185,1.73309,3.56608,1.96221,3.02847,0.7255955,4.888875,4.608815,1.843775,5.80059,4.550435,2.120505,3.64795,2.31036
"D9IWP9;P02749",7.162705,6.8885925,6.19972,7.846935,7.44075,6.222355,6.376155,5.52845,6.2159,5.77846,5.93575,5.69428,6.62299,5.85042,7.176405,5.98569,7.46749,4.915115,6.35431,6.191535,5.053885,4.78782,6.22648,7.50732,7.248205,7.631095,6.44689,5.52518,6.45113,6.75919
"D9YZU5;P68871;C8C504;Q9UK54;Q14473;Q6V0K9;Q52MT0;Q0Z944;E9NGZ5;B3VL05;Q9BWV6;Q9GZL9;B3VL86;Q3Y9I8;Q8IUL9;Q4TWB7;A0A1B4WRL5;Q4TZM4;Q4JLR8;B2M1S6;A1YZ08;Q9BWU5;Q8IZI0;Q3LR79;B3VL31",-0.901241,-2.172463,-5.295785,-4.14988,-2.624705,-2.143835,0.4208875,-2.94974,-4.391795,-2.233095,-3.12532,-1.617125,4.855835,-1.55361,0.2296655,0.03412405,0.9412015,-3.712865,1.862355,-7.19528,-5.91533,-7.04238,5.48374,0.07234945,0.41658,2.32306,5.55158,-1.37272,4.4296,3.660815
"D9ZGG2;P04004;J7HH10",6.49347,6.31088,5.863955,6.515535,6.70159,5.903875,5.24611,6.55528,5.90096,5.58214,6.32201,5.611095,6.44779,6.010845,6.788565,6.826005,7.22537,5.51716,7.61969,5.513955,5.099295,4.02359,6.264535,7.675695,6.5503,7.48381,6.67188,5.63161,6.633145,6.780115
"E9KL23;P01009",4.06563,4.3018425,4.845245,4.26915,4.70546,4.94532,3.99103,6.456135,3.898535,4.863505,4.18197,3.6189,6.24464,5.411645,6.30247,4.672645,6.780395,4.248305,6.450355,5.348665,4.33345,4.19147,5.68892,6.26119,4.981315,6.283905,5.248585,3.5021,5.286335,5.907855
"E9KL26;P05155;E9PGN7;H9KV48;Q5UGI6",6.53842,6.1013575,5.620315,6.71672,6.718365,5.052825,5.40611,5.89649,5.810455,5.614305,6.78729,5.891155,7.4866,6.67355,7.2639,7.3721,8.073015,5.974895,8.113095,6.87167,6.064195,4.38807,7.253355,8.326465,8.03285,7.560215,7.33078,5.78946,6.96134,7.1787
"E9PP50;V9HWI5;P23528;G3V1A4;E9PK25;E9PQB7;B4E112;E9PLJ3;E9PS23",1.39752,0.95771,0.547826,1.398935,-0.784073,-5.29381,-0.6139106,1.388185,0.021409965,-1.51542,-1.27193,-1.15079,1.269285,-0.5370935,-0.2559459,0.8388115,-2.01098,-3.65523,0.5990775,-2.45605,-1.718615,-6.259925,1.143275,2.1482,-1.429775,3.05809,1.051385,-3.46755,-1.77593,-0.0028985
"F2RM37;P00740;F2RM35",1.494,1.4888275,0.9579505,2.572475,2.28402,1.062767,1.055075,1.840325,1.450635,1.19397,1.2313,2.26096,3.01488,2.385385,3.0832,2.38193,2.86691,0.968408,3.886635,0.224415,0.00067234,-1.178535,2.353775,4.02778,3.057645,3.53617,2.63926,1.525065,2.299415,3.078955
"F8VYK9;P24592",-3.075995,-3.155185,-4.19116,-1.507515,-1.643175,-6.3546,-5.05683,-3.939215,-4.69866,-3.514175,-1.908645,-4.88379,-0.494837,-1.745175,-1.4285995,-0.8209115,0.833882,-3.34954,-0.1460475,-5.402165,-6.147605,-6.96429,-3.637315,-1.3273,0.1351825,-3.12019,-0.798594,-1.805635,-3.542945,-0.5680975
"Q53GN8;G3XAK1;P26927",-1.145335,-1.51215,-1.49842,0.7256925,-2.766835,-2.287135,-2.15941,-0.7241445,-1.176925,-1.687845,-0.8302895,-1.971445,0.782076,-0.82904,0.438193,0.0189975,1.150595,-2.763055,0.873295,-1.433235,-2.192625,-4.188655,-1.00067,1.21235,-0.6719655,0.565018,-0.9638435,-1.239735,-1.01781,-0.5444245
"H0Y755;M9MML0;P08637;Q9UN20",-4.189315,-3.632845,-2.465455,-2.60847,0.19903255,-5.400695,-5.38839,-0.9966235,-1.46428,-1.179425,-5.037015,-3.58113,-0.740614,-0.9963814,0.205091,-0.951753,1.183275,-2.29161,-1.554312,-2.382305,-3.634865,-3.579855,-2.178538,-1.305035,0.1625415,-0.581347,-0.271092,-2.684425,-3.501695,-0.4339115
"H0YAC1;P03952;A8K9A9;E9PBC5;B4DMX2",3.123685,2.8891825,2.996,4.08571,3.953595,2.85482,2.39063,3.369305,3.09171,3.02237,2.979185,2.752485,2.546865,2.321735,3.038825,2.753555,3.34131,1.82336,4.007695,1.33614,1.75995,1.742635,2.47614,3.485495,3.442645,3.86724,2.595195,1.39508,2.922825,2.98175
"I3L145;P04278;I3L1J1;B4DYU0;A0A0C4DGN2;I3L2X4;I3L4B9;I3L2F1;B0FWH6;B0FWH5",-0.912728,-0.198025,0.4489735,0.3609468,1.413985,3.426375,1.09356,0.4995455,1.49184,-0.263377,-2.88781,-1.739835,0.31067435,1.189669,-0.01928,-1.189138,1.35454,-0.392894385,-0.011739,2.3123,0.6507645,1.591005,-1.97968,1.556155,1.37292,-2.85022,-0.8570645,-1.451475,-1.36844,1.25559
"J3KPA1;P54108;B4E1S8;I3L0A1",-1.120235,-0.81276275,-1.442188,-0.719608,-0.2900565,-3.305505,-2.578045,-0.4106385,-1.377755,-1.372595,-1.1586575,-0.9403875,-2.340405,-3.70118,-0.1161177,-2.561155,-0.75773,-7.185445,-1.0872875,-5.808065,-6.99931,-5.63931,-1.968295,-0.33808,-0.580947,0.501696,-3.86035,-4.11132,-2.194155,-0.19909515
"K7ER74;A0A024R0T9;A0A0S2Z3C2;P02655",5.416785,4.56861,3.786865,4.95583,6.02159,4.53528,4.18613,5.24158,4.459285,5.889165,3.80473,6.01096,6.097395,5.534,4.82499,5.227475,5.357245,3.183685,5.147195,4.064415,6.27351,4.29671,5.698365,5.504415,6.779485,6.39187,4.74463,3.298975,3.55716,5.36023
"O00187",-0.6775045,-1.48423725,-1.70765,-2.624775,-2.212795,-1.527035,-4.580315,-1.931945,-1.739065,-1.566795,-1.357265,-4.594265,-0.677093,-0.423025,0.3558075,0.0706418,0.0722975,-2.62992,1.0075335,-3.533255,-4.656585,-6.43032,-0.07753335,1.02698,-0.0692729,0.3149295,0.1369995,-1.71951,-0.4963565,-0.4889855
"O00391;A0A140VKE5;A8K477;A8K4C2;Q13876",-1.062547,-1.432161,-2.17227,-2.022655,-0.809333,-4.278375,-3.963585,-1.64411,-1.276725,-2.061905,-1.297915,-0.9573045,-0.1801916,-1.94809,-1.038375,-1.192575,0.2350194,-5.10844,0.530648,-3.01708,-5.81488,-5.793855,-0.3894904,-0.3461485,0.17412655,1.122575,-0.3607535,-2.280025,-1.739915,0.895368
"O43866",-1.939155,-1.101109,-1.278209,-0.1365715,-1.376905,-2.70154,-3.335805,0.380569,-0.6762305,-1.223758,-1.12875,-4.274835,-0.157537,-0.25225833,0.6827295,-1.55061,2.083495,-1.701825,0.5147425,-0.909147,-1.5732,-1.490205,-2.675985,-1.765315,-1.3784395,-1.2150325,-3.644425,-3.87391,-3.26026,3.416505
"O75594",-4.197395,-4.15988,-4.977255,-4.91934,-3.60467,-6.58247,-5.592685,-2.745445,-4.814555,-4.74354,-4.56112,-4.551035,-1.49136,-3.08315,-1.919125,-4.07942,-0.5602015,-5.31364,-2.55429,-5.43767,-5.501695,-7.188875,-1.93157,-2.48397,-2.5845,0.263654,-1.399635,-6.45336,-2.6075,-1.94114
"O75636;Q6UXM4;Q6UY50",2.66503,1.3762312,0.7698305,3.258905,2.752635,-0.4904575,1.862595,1.0069415,2.080465,1.893285,1.835535,-0.565156,3.092815,2.567175,4.41501,3.05091,2.878005,2.45121,4.569645,2.93392,1.414316,0.65205995,2.95391,4.506135,3.456305,3.898105,3.73923,1.760265,3.786055,2.95587
"O75882;B4DZ36",1.087605,0.79996675,0.351513,1.368015,1.733995,0.4941195,0.249069,0.7572235,0.7566165,0.82202,0.5325775,0.0185976,0.3992975,0.1479075,0.8837105,0.13173355,0.9510645,-1.06888,1.472305,-1.449235,-2.0185,-2.246585,0.533134,1.849455,1.606095,1.239415,1.086805,-0.1911606,0.8184095,1.0131815
"O95445;Q5SRP5",4.37469,4.1521425,3.84092,5.07959,4.903525,3.717235,3.20516,4.73079,4.22772,3.69474,3.27024,3.32603,4.6346,3.51799,3.763445,4.58529,3.292915,2.204855,4.5237,1.881295,2.65329,2.62692,2.4023,5.166245,5.306745,4.42813,3.33307,3.81959,4.09224,3.78671
"P00488;B2R6V9",1.087927,0.52926625,-0.126719,1.59446,1.246145,-0.38032445,-0.27628075,1.11172,0.4812995,0.7628915,0.234686,-3.187915,0.9075135,-1.319856,-0.0352275,0.428701,-0.661842,-1.397295,0.2519865,-0.762147,0.11477655,-1.040596,-1.077996,2.07991,0.5039585,0.715156,-0.371494,-0.408072,0.10182985,0.00952749999999999
"P00734;B4DDT3;E9PIT3;Q69EZ8",6.13689,5.913765,5.268675,6.677245,6.6672,5.516165,5.180825,5.887325,5.576015,5.82001,6.155475,5.15009,6.4057,5.640925,6.709095,6.10046,5.81878,5.35496,7.005945,5.346075,5.45697,4.265135,6.58681,7.234195,6.895845,6.77773,6.306815,5.30759,6.43428,6.36264
"P00738;J3QR68;H0Y300;A0A0C4DGL8;J3QLC9;Q6NSB4;A0A087WU08;Q6PEJ8",1.877775,2.1394075,0.464825,2.591085,2.982475,0.611779,-0.287312,2.11237,1.55903,1.95875,4.44308,4.84953,7.153575,6.146955,7.58374,5.83434,7.388885,5.64969,4.627495,2.005565,1.421365,-1.37541,6.64857,7.1713,5.49259,7.818245,6.16464,1.6243,7.744965,5.811955
"P00739;A0A0A0MRD9",-3.71981,-4.235825,-4.203305,-0.6046705,0.094712445,-1.2914,-5.93063,-4.26954,-4.061715,-4.1733,-5.026745,-2.44256,-0.9607,-1.47463,0.1558454,1.00195,1.84944,-2.44222,-2.180375,-4.66037,-1.837415,-5.686705,-4.69007,2.007315,0.7679205,-1.1116235,-3.12995,-1.832675,-0.147307,-1.0577225
"Q5JVE7;P00742",-0.0439365,0.13460775,-0.1767565,1.2957555,0.597938,-1.31439,-0.1489626,0.435662,-0.751462,-0.0234609,0.10383425,0.509676,0.740493,0.783782,1.884855,0.75064,0.010527155,-0.64975,1.75893,-1.65276,-1.143505,-1.74232,1.37116,1.68461,1.608475,2.62741,1.13971,-0.2955364,-0.0350685,1.321945
"P00747;B2R7F8;B4DPH4",6.413645,6.38363,6.00631,6.891305,6.707925,6.029315,5.366865,6.298525,5.992405,6.182635,6.42271,6.05763,6.3188,5.80275,6.662645,6.301675,6.57932,5.202645,7.474485,4.26405,5.074505,4.377965,6.35354,7.554035,6.24274,6.96927,6.58705,5.436295,6.860475,6.26612
"V9HWE3;P00915;E5RHP7;E5RH81;E5RIF9;E5RG43;E5RFE7;E5RFL2",-0.655526,-2.3057205,-6.366455,-5.12049,-3.261695,-4.167425,-0.570456,-4.51675,-4.76135,-3.43407,-5.811465,-3.415715,3.151465,-4.01151,-1.702715,-2.23999,-1.241555,-7.442375,-0.2598845,-6.32569,-5.564265,-5.911565,2.89317,-1.26675,1.964895,0.585439,4.869585,-1.94525,1.62612,2.56444
"P01023",0.6839715,1.12649575,1.013008,1.1179065,1.81206,2.070925,0.9533195,1.764825,1.39255,3.13381,3.20146,0.9465685,1.5166,1.389765,1.72751,-0.6665785,3.070465,-0.135586115,2.975235,0.263834,-0.407338,1.032543,1.507875,2.794855,2.405575,1.330885,2.935675,0.3518625,0.7943585,3.570485
"V9HWA9;P01024;B4E216",8.496355,8.0563325,7.22017,8.6045,8.45681,7.35402,7.16411,8.31534,7.6175,7.548125,8.18701,7.35166,8.658095,7.89242,8.99093,8.16722,8.836315,7.030685,9.383735,6.78002,6.851915,5.43488,8.492275,9.38823,8.55222,9.02167,8.55395,7.54948,8.860575,8.51205
"P01031;Q59GS8",3.804635,3.525715,3.330625,3.93007,4.283205,2.702825,3.385375,3.953255,3.194005,3.33989,3.763785,4.12653,4.531175,4.151705,4.90323,4.325125,4.561975,3.013935,5.36049,2.608205,3.51058,1.761735,4.11445,5.335585,4.767335,5.07333,4.140305,3.258435,4.539435,4.109675
"V9GYM3;P02652;V9GYG9;V9GYE3;V9GYC1;V9GYS1",9.089855,8.6068825,7.85927,9.40413,9.04918,8.604295,7.787965,8.58962,8.030445,8.16145,8.031665,7.46862,8.094055,7.50759,7.706315,8.60481,8.784225,7.84679,7.73882,8.482805,8.059815,7.99091,7.642805,9.1609,8.962155,8.01452,8.686625,7.911825,8.390745,7.613515
"P02671;A0A0S2Z3E8",0.3108595,0.44493075,0.6763825,0.4187795,1.105685,2.820695,3.07291,-0.7023275,3.135275,4.303485,3.586635,2.1062,4.968975,4.625385,4.11069,3.59345,4.535815,0.868113,4.71539,0.64014735,-0.2251785,2.361485,3.07059,5.77335,1.73217,4.674385,3.98565,1.848225,5.32871,5.10003
"V9HVY1;P02675;B4E1D3;D3DP13;D6REL8",-1.237099,-2.360457,-5.15261,-1.846264,0.21249595,-3.44302,-5.02215,-3.63626,-1.72647,-0.04202,3.445525,0.322175,4.95517,4.549415,3.86635,3.28751,3.708335,0.0329127,3.0366,-1.0226555,-4.277905,-5.600405,1.224095,5.82274,0.9903905,2.58427,3.278125,0.9506525,4.980505,4.406835
"P02741;Q5VVP7",-1.125252,-3.2797185,-4.88196,-1.0517255,1.1226765,-0.7206905,-4.392095,-5.946265,-5.42597,-4.2108,-0.23909975,0.169513,6.867595,6.84529,7.026405,2.684305,8.47654,5.3733,6.457265,4.23366,-1.196625,-4.89187,4.06473,7.947285,3.504775,6.86693,4.428845,-0.9070005,6.83678,6.59554
"V9HWP0;P02743",5.29173,4.661025,3.048105,5.30567,4.905205,3.84667,4.283135,5.50067,4.89341,5.70448,5.149985,4.94365,6.821205,5.746015,5.675375,6.85718,6.44846,3.52822,7.437965,3.72402,3.429305,0.879095,6.006195,7.314065,4.16737,7.42434,6.315025,5.91254,6.306725,6.456
"Q5VY30;P02753",6.17193,5.622335,5.152155,6.420425,5.95413,5.46864,5.673895,6.46362,5.37643,5.993535,5.252405,5.252725,5.304125,4.483665,5.242905,5.47187,5.865485,2.458135,6.055125,2.57911,4.015425,3.83174,5.58102,5.582595,5.639175,7.253695,5.43681,5.743915,4.250515,6.129895
"P02760;B7Z8R6;S4R3Y4",5.89504,5.8242725,5.68453,6.74203,6.46947,5.42098,5.644135,5.82249,5.165535,5.94966,5.66808,4.723465,5.57519,5.24571,6.31009,5.37447,6.958875,4.62662,6.50805,4.91299,4.93576,3.668535,5.57859,7.010445,5.94919,6.6681,5.938705,4.330375,5.748215,6.0873
"V9HWF6;P02763",2.082665,1.34047025,-0.00713015,2.224725,1.99727,0.674174,1.29768,1.824755,2.24268,0.63202,2.850295,1.57933,3.044225,3.937085,5.543145,2.45601,7.47503,2.871595,3.654485,3.072725,2.03493,-0.079025,4.881365,5.37552,1.57105,5.42081,4.940365,0.7333,4.95352,5.19802
"V9HWI6;P02774",7.563015,7.399585,7.05478,7.978855,7.69805,7.471735,6.91233,7.734215,7.33354,7.281395,7.647545,6.5793,7.36361,7.10535,8.040795,7.274305,7.96429,6.44371,8.244225,6.192885,5.948805,5.214565,7.34043,8.3973,7.20088,7.976935,7.84849,6.96131,7.84816,7.95954
"P02776",4.819125,4.7160375,4.59987,5.32751,4.984515,2.83453,4.42807,4.852265,4.114325,4.74143,3.762515,2.98409,4.986485,2.78722,5.33077,3.822435,3.34514,2.359845,5.474055,2.80752,3.38737,1.117996,5.672805,5.12126,3.185505,5.702635,5.83111,1.996,4.29679,3.878395
"P02790;Q9BS19",8.797695,8.6510275,8.236145,9.20267,9.302335,8.571965,8.272885,8.92792,8.485935,8.345575,8.5245,8.26528,8.65154,8.524375,9.594475,9.161605,10.08225,8.32565,10.09165,8.218555,7.74675,7.245835,8.7185,9.88239,9.99091,9.837185,9.29407,8.10969,8.84726,9.284155
"P03951",-1.334355,-0.98973325,-0.6405855,0.4307305,0.2281155,-1.42956,-1.814835,-0.8498775,-0.999392,-0.829533,0.03028585,1.053171,0.711841,-0.0364705,0.820371,-0.247348,1.439735,-1.33362,1.261535,-2.998365,-2.318355,-2.490945,-0.379775695,1.568955,-0.30878455,0.8726155,-0.777496,-1.381885,0.196998,0.059343825
"V9HWN7;P04075;J3KPS3;H3BQN4;H3BPS8;A0A0M4FNU3;H3BUH7;H3BR04",-0.2015925,-1.62133875,-3.093195,-0.8306455,-3.102935,-6.462765,-1.0393515,-0.4493805,-1.581155,-1.45218,-3.593615,-5.11815,0.0586199,-1.95287,-1.76401,-0.8918385,-1.566955,-3.931405,-0.26190474,-5.83261,-4.35524,-5.53627,-2.43752,0.1420011,-1.556615,0.5965065,-0.6682445,-4.325435,-4.08633,-1.488875
"V9HWD8;P04217;M0R009;B3KP79",7.06365,6.92661,6.043585,7.635545,7.946075,6.88223,6.108025,7.36896,6.918305,6.665305,7.13667,6.00753,7.114345,6.982105,7.582015,6.88109,8.17177,6.60319,8.040845,7.397005,6.53565,5.95245,7.3307,8.565515,7.250355,7.881465,7.33891,6.47898,7.379425,7.71892
"V9HVZ4;P04406;Q2TSD0;E7EUT5;Q0QET7;A4UCT1",0.441754,-0.523773,0.172727,0.843907,-0.46797655,-5.39553,-3.719535,0.9365875,-1.69428,-5.14819,-1.895515,-2.877065,1.352285,-1.50321,-0.352553,0.607471,-0.973016,-4.149685,0.2658072,-5.819335,-4.0953575,-6.28271,0.5404,1.409355,-1.237389,2.43905,0.855067,-2.69131,-1.07549,-0.9691755
"P05109",-4.822085,-4.7050425,-3.8121,-3.781835,-4.35513,1.301165,-0.8715375,-5.208255,-6.389025,-5.22476,-3.016585,-4.888265,-0.46554,-2.85854,-0.8975385,1.104265,1.87955,-5.36905,0.6045435,-1.962945,-5.15578,-5.38038,3.08038,-0.08977415,0.26161685,0.772446,1.44761,-3.74952,-2.00108,0.2149749
"P05160",2.17014,1.71181,0.5793455,2.502715,2.1527,1.19871,0.3889745,1.8531,1.440795,2.063495,1.22712,-0.0109275,2.039415,1.1148675,1.997005,2.01795,1.86902,-0.263103,2.166235,-0.9003365,-0.3036405,-1.0073825,1.0335215,3.040355,2.630905,1.956665,1.59506,0.451648,1.093665,1.91806
"P05164",-4.109645,-4.271535,-4.19883,-3.9232,-4.704595,-5.908865,-6.76463,-4.577935,-5.34698,-7.770055,-6.00614,-5.635905,-0.26836435,-2.50157,-2.071995,-3.919685,-0.3249755,-5.809075,-0.9423185,-7.320245,-7.30343,-4.76763,-0.654412,-1.141125,-3.46393,0.7920615,-0.66105,-4.896605,-2.61664,-1.068336
"P05543",3.11567,3.19631,1.968425,2.814755,3.40326,2.05759,3.238845,3.542245,2.81305,2.401035,3.092715,2.018475,2.173635,2.740685,2.621255,2.04693,3.04834,0.398868145,3.843775,1.40175,0.28352335,0.3083625,1.304319,4.411455,2.424135,2.24591,3.65939,2.78353,2.80159,3.146675
"P05546;Q8IVC0",4.35493,4.309695,3.6494,5.57702,5.619035,4.710015,4.0816,5.064835,4.60765,4.46011,4.917065,4.28579,5.11562,4.3496,5.309285,5.20011,4.933315,3.67916,5.156925,3.511945,3.63897,3.2139,5.04985,5.95509,4.8174,5.9805,4.886085,3.788865,5.173235,4.87354
"P06396",5.514085,5.16186,4.42277,5.76117,5.6565,4.47698,4.38844,5.20921,5.17808,4.677815,4.5805,2.947995,4.97743,4.005145,4.55109,4.50823,4.82454,3.19685,5.87569,2.12214,2.388475,2.41858,4.73956,5.303385,5.66883,4.492205,5.29206,4.18039,4.482015,4.763605
